Throughput: 72.71
[2025-04-14 17:47:10.286] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:10.665] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:11.047] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:11.434] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:11.813] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:12.202] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:12.584] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:12.971] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:13.359] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:13.740] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:14.126] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:14.518] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:14.901] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:15.289] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:15.673] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:16.055] VDD_IN: 9017.344 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:16.441] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:16.826] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:17.206] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:17.589] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:17.973] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:18.360] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:18.745] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:19.130] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:19.514] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:19.887] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:20.275] VDD_IN: 9138.112 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:20.659] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:21.038] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:21.428] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:21.812] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:22.194] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:22.576] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:22.960] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:23.342] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:23.720] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:24.100] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:24.484] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1892.032 mW,
[2025-04-14 17:47:24.859] VDD_IN: 9017.344 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1851.776 mW,
