Throughput: 62.75
[2025-06-16 21:43:26.733] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 3134.976 mW, VDD_SOC: 1851.776 mW,
[2025-06-16 21:43:27.082] VDD_IN: 8332.992 mW, VDD_CPU_GPU_CV: 2934.016 mW, VDD_SOC: 1892.032 mW,
[2025-06-16 21:43:27.434] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2893.824 mW, VDD_SOC: 1892.032 mW,
[2025-06-16 21:43:27.787] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:28.146] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:28.503] VDD_IN: 8332.992 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:28.855] VDD_IN: 8332.992 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1892.032 mW,
[2025-06-16 21:43:29.206] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1892.032 mW,
[2025-06-16 21:43:29.558] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1892.032 mW,
[2025-06-16 21:43:29.918] VDD_IN: 8332.992 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:30.269] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:30.627] VDD_IN: 8332.992 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:30.978] VDD_IN: 8332.992 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:31.329] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:31.682] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:32.035] VDD_IN: 8332.992 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:32.389] VDD_IN: 8332.992 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1892.032 mW,
[2025-06-16 21:43:32.744] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:33.094] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:33.451] VDD_IN: 8252.480 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:33.809] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:34.163] VDD_IN: 8332.992 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:34.515] VDD_IN: 8332.992 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:34.865] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:35.219] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:35.573] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:35.925] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:36.278] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:36.629] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:36.982] VDD_IN: 8252.480 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1892.032 mW,
[2025-06-16 21:43:37.338] VDD_IN: 8252.480 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:37.692] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:38.047] VDD_IN: 8252.480 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:38.405] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:38.757] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:39.109] VDD_IN: 8332.992 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:39.461] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:39.813] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
[2025-06-16 21:43:40.169] VDD_IN: 8292.736 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1892.032 mW,
[2025-06-16 21:43:40.524] VDD_IN: 8252.480 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1892.032 mW,
[2025-06-16 21:43:40.879] VDD_IN: 8252.480 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1932.288 mW,
