engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,label
efficientvit_b3,GPU,1344000,816000000,30.0,29.99,39.9,9408.79,3883.14,1984.23,App 1
resnet50_Opset17,GPU,1344000,816000000,90.0,89.99,99.65,9408.79,3883.14,1984.23,App 2
yolo11n,GPU,1344000,816000000,30.0,29.99,37.14,9408.79,3883.14,1984.23,App 3
