Throughput: 49.71
[2025-04-14 16:10:04.644] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:05.025] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:05.402] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:05.780] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:06.161] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:06.544] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:06.924] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:07.306] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:07.692] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:08.072] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:08.452] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:08.833] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:09.216] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:09.596] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:09.977] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:10.363] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:10.751] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:11.134] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:11.515] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:11.893] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:12.270] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:12.656] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:13.036] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:13.419] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:13.800] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:14.177] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:14.557] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:14.940] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:15.318] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:15.698] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:16.079] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:16.459] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:16.844] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:17.225] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:17.607] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:17.989] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:18.370] VDD_IN: 7539.840 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:18.748] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:10:19.127] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1854.720 mW,
