Throughput: 51.55
[2025-04-14 15:34:09.255] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2133.568 mW,
[2025-04-14 15:34:09.623] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2096.640 mW,
[2025-04-14 15:34:09.993] VDD_IN: 8386.560 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2096.640 mW,
[2025-04-14 15:34:10.359] VDD_IN: 8386.560 mW, VDD_CPU_GPU_CV: 2616.640 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:10.728] VDD_IN: 8386.560 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:11.094] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:11.462] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:11.831] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:12.201] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:12.567] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2616.640 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:12.934] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2616.640 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:13.301] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:13.667] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:14.035] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:14.407] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2616.640 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:14.776] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:15.146] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:15.518] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:15.887] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:16.259] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:16.632] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:17.001] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:17.370] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:17.740] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:18.111] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:18.477] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:18.845] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 15:34:19.215] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2656.896 mW, VDD_SOC: 2056.320 mW,
