Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,88.76,resnet50_Opset17,8278.006,2774.236,1932.258,322842.24,108195.2,75358.08
gpu,918000000,106.13,resnet50_Opset17,9932.229,4278.705,1990.165,387356.928,166869.504,77616.448
