Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,47.17,yolov3-tiny-416-bs1,8010.576,2701.723,1873.872,320423.04,108068.928,74954.88
gpu,918000000,58.83,yolov3-tiny-416-bs1,9904.954,4356.518,1955.574,396198.144,174260.736,78222.976
