Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,45.44,efficientvit_b3,8014.375,2716.764,1877.465,312560.64,105953.792,73221.12
gpu,918000000,62.85,efficientvit_b3,10099.095,4519.03,1974.608,393864.704,176242.176,77009.728
