Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,52.82,efficientnet_b5,7881.552,2605.57,1863.792,315262.08,104222.784,74551.68
gpu,918000000,67.12,efficientnet_b5,9446.741,4015.943,1915.773,368422.912,156621.76,74715.136
