Throughput: 52.43
[2025-04-18 16:21:39.791] VDD_IN: 10932.224 mW, VDD_CPU_GPU_CV: 5096.256 mW, VDD_SOC: 2089.984 mW,
[2025-04-18 16:21:40.170] VDD_IN: 10851.840 mW, VDD_CPU_GPU_CV: 5016.000 mW, VDD_SOC: 2089.984 mW,
[2025-04-18 16:21:40.549] VDD_IN: 10748.352 mW, VDD_CPU_GPU_CV: 4895.616 mW, VDD_SOC: 2053.056 mW,
[2025-04-18 16:21:40.928] VDD_IN: 10788.608 mW, VDD_CPU_GPU_CV: 5016.000 mW, VDD_SOC: 2089.984 mW,
[2025-04-18 16:21:41.307] VDD_IN: 10748.352 mW, VDD_CPU_GPU_CV: 4975.872 mW, VDD_SOC: 2089.984 mW,
[2025-04-18 16:21:41.682] VDD_IN: 10788.608 mW, VDD_CPU_GPU_CV: 4895.616 mW, VDD_SOC: 2049.792 mW,
[2025-04-18 16:21:42.060] VDD_IN: 10788.608 mW, VDD_CPU_GPU_CV: 5016.000 mW, VDD_SOC: 2089.984 mW,
[2025-04-18 16:21:42.438] VDD_IN: 10909.376 mW, VDD_CPU_GPU_CV: 5056.128 mW, VDD_SOC: 2089.984 mW,
[2025-04-18 16:21:42.820] VDD_IN: 10909.376 mW, VDD_CPU_GPU_CV: 5056.128 mW, VDD_SOC: 2089.984 mW,
[2025-04-18 16:21:43.194] VDD_IN: 11030.144 mW, VDD_CPU_GPU_CV: 5128.192 mW, VDD_SOC: 2089.984 mW,
[2025-04-18 16:21:43.572] VDD_IN: 11030.144 mW, VDD_CPU_GPU_CV: 5128.192 mW, VDD_SOC: 2089.984 mW,
[2025-04-18 16:21:43.950] VDD_IN: 10989.888 mW, VDD_CPU_GPU_CV: 5096.256 mW, VDD_SOC: 2089.984 mW,
[2025-04-18 16:21:44.328] VDD_IN: 10708.096 mW, VDD_CPU_GPU_CV: 4855.488 mW, VDD_SOC: 2049.792 mW,
[2025-04-18 16:21:44.709] VDD_IN: 10869.120 mW, VDD_CPU_GPU_CV: 5056.128 mW, VDD_SOC: 2089.984 mW,
[2025-04-18 16:21:45.093] VDD_IN: 10949.632 mW, VDD_CPU_GPU_CV: 5088.128 mW, VDD_SOC: 2089.984 mW,
[2025-04-18 16:21:45.474] VDD_IN: 10828.864 mW, VDD_CPU_GPU_CV: 4895.616 mW, VDD_SOC: 2049.792 mW,
[2025-04-18 16:21:45.852] VDD_IN: 10627.584 mW, VDD_CPU_GPU_CV: 4855.488 mW, VDD_SOC: 2049.792 mW,
[2025-04-18 16:21:46.233] VDD_IN: 10869.120 mW, VDD_CPU_GPU_CV: 5056.128 mW, VDD_SOC: 2089.984 mW,
[2025-04-18 16:21:46.615] VDD_IN: 11012.608 mW, VDD_CPU_GPU_CV: 5176.512 mW, VDD_SOC: 2089.984 mW,
[2025-04-18 16:21:47.001] VDD_IN: 10949.632 mW, VDD_CPU_GPU_CV: 5096.256 mW, VDD_SOC: 2089.984 mW,
