Throughput: 49.78
[2025-04-18 14:01:54.720] VDD_IN: 9943.232 mW, VDD_CPU_GPU_CV: 3972.672 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:55.100] VDD_IN: 9983.488 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:55.481] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:55.864] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:56.242] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:56.622] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:57.005] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:01:57.383] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:57.763] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:01:58.142] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:58.524] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:58.902] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:59.283] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:01:59.660] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:00.039] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:00.413] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:00.794] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:01.170] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:01.545] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:01.922] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:02.297] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:02.670] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:03.051] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:03.428] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:03.812] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:04.192] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:04.571] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:04.952] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:05.332] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:05.710] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:06.095] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 3932.544 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:06.472] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:06.853] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3892.416 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:07.235] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:07.612] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:07.989] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:08.371] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2093.312 mW,
[2025-04-18 14:02:08.752] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:09.131] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 3858.432 mW, VDD_SOC: 2133.568 mW,
[2025-04-18 14:02:09.509] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 2093.312 mW,
