Throughput: 21.06
[2025-04-14 17:11:07.718] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:08.098] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:08.483] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:08.859] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:09.242] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:09.626] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:10.010] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:10.399] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:10.784] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:11.169] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:11.550] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:11.934] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:12.317] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:12.694] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:13.081] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:13.461] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:13.845] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:14.229] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:14.611] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:14.996] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:15.374] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:15.761] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:16.146] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:16.526] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:16.908] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:17.288] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:17.669] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:18.055] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:18.433] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:18.816] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:19.196] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:19.585] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:19.965] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:20.349] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:20.735] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:21.115] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:21.502] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:21.886] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:22.265] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 2056.320 mW,
[2025-04-14 17:11:22.647] VDD_IN: 7781.760 mW, VDD_CPU_GPU_CV: 2012.800 mW, VDD_SOC: 2016.000 mW,
