Throughput: 47.34
[2025-04-18 14:08:17.210] VDD_IN: 9540.672 mW, VDD_CPU_GPU_CV: 3898.624 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:17.592] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:17.979] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:18.358] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:18.743] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:19.134] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:19.513] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:19.891] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:20.268] VDD_IN: 9540.672 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:20.644] VDD_IN: 9540.672 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:21.023] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:21.406] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:21.794] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:22.176] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:22.556] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:22.933] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:23.317] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:23.696] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:24.082] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:24.460] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:24.842] VDD_IN: 9500.416 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:25.226] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:25.606] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:25.988] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:26.368] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:26.746] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:27.134] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:27.516] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:27.896] VDD_IN: 9339.392 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:28.277] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:28.655] VDD_IN: 9299.136 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:29.041] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:29.422] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:29.799] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:30.183] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:30.562] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:30.943] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1972.544 mW,
[2025-04-18 14:08:31.326] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 2012.800 mW,
[2025-04-18 14:08:31.703] VDD_IN: 9379.648 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 2012.800 mW,
