Throughput: 67.20
[2025-04-18 16:20:04.994] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:05.373] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 16:20:05.757] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:06.137] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:06.518] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:06.900] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:07.283] VDD_IN: 9943.232 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:07.663] VDD_IN: 9419.904 mW, VDD_CPU_GPU_CV: 4099.584 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 16:20:08.044] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 4260.352 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 16:20:08.426] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:08.811] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:09.196] VDD_IN: 9943.232 mW, VDD_CPU_GPU_CV: 4534.464 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:09.577] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:09.963] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:10.348] VDD_IN: 9943.232 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:10.723] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:11.103] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:11.476] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:11.861] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 4253.568 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 16:20:12.240] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:12.620] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:13.004] VDD_IN: 9943.232 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:13.387] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4253.568 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 16:20:13.768] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 16:20:14.154] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:14.536] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:14.920] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 16:20:15.296] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:15.675] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:16.058] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4494.336 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:16.442] VDD_IN: 9902.976 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:16.823] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:17.206] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:17.587] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:17.963] VDD_IN: 9782.208 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:18.348] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 4414.080 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:18.729] VDD_IN: 9862.720 mW, VDD_CPU_GPU_CV: 4454.208 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:19.114] VDD_IN: 9822.464 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 1932.288 mW,
[2025-04-18 16:20:19.497] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 4099.584 mW, VDD_SOC: 1892.032 mW,
[2025-04-18 16:20:19.877] VDD_IN: 9178.368 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1851.776 mW,
