engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,run_gpu_freq,run_cpu0_freq,run_cpu4_freq,label
efficientnet_b5,GPU,1267200,918000000,30,,,,,,,,,App 1
efficientvit_b3,GPU,1267200,918000000,30,,,,,,,,,App 2
resnet50_Opset17,GPU,1267200,918000000,60,,,,,,,,,App 3
yolo11n,GPU,1267200,918000000,30,,,,,,,,,App 4
