Throughput: 53.44
[2025-04-12 17:27:24.562] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1895.040 mW,
[2025-04-12 17:27:24.945] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 17:27:25.329] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1854.720 mW,
[2025-04-12 17:27:25.712] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1895.040 mW,
[2025-04-12 17:27:26.095] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:26.482] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:26.866] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:27.249] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2697.152 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:27.635] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2697.152 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:28.019] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:28.400] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2692.864 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:28.781] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:29.163] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:29.546] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:29.927] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:30.308] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:30.691] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:31.074] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:31.451] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:31.831] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:32.214] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:32.597] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2697.152 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:32.980] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:33.365] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:33.748] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:34.129] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:34.509] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:34.889] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:35.271] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:35.652] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:36.036] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:36.421] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:36.802] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:37.189] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:37.574] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:37.957] VDD_IN: 8265.600 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:38.340] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:38.720] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1935.360 mW,
[2025-04-12 17:27:39.102] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1935.360 mW,
