engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,run_gpu_freq,run_cpu0_freq,run_cpu4_freq,label
resnet50_Opset17,DLA0,1267200,918000000,40.0,40.02,94.5,9954.98,4260.73,2013.82,918000000.0,1267200.0,1267200.0,App 1
resnet50_Opset17,GPU,1267200,918000000,120.0,121.06,123.14,9954.98,4260.73,2013.82,918000000.0,1267200.0,1267200.0,App 2
yolo11n,GPU,1267200,918000000,30.0,29.99,40.82,9954.98,4260.73,2013.82,918000000.0,1267200.0,1267200.0,App 3
yolov3-tiny-416-bs1,DLA0,1267200,918000000,30.0,30.01,52.56,9954.98,4260.73,2013.82,918000000.0,1267200.0,1267200.0,App 4
