Throughput: 72.18
[2025-04-14 15:46:30.135] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 2214.080 mW, VDD_SOC: 1774.080 mW,
[2025-04-14 15:46:30.508] VDD_IN: 7136.640 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1774.080 mW,
[2025-04-14 15:46:30.881] VDD_IN: 7096.320 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1733.760 mW,
[2025-04-14 15:46:31.252] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1733.760 mW,
[2025-04-14 15:46:31.625] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1733.760 mW,
[2025-04-14 15:46:31.995] VDD_IN: 7015.680 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:32.368] VDD_IN: 7015.680 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:32.739] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:33.110] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:33.480] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:33.853] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:34.225] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:34.598] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:34.971] VDD_IN: 7015.680 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:35.346] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1733.760 mW,
[2025-04-14 15:46:35.720] VDD_IN: 7015.680 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:36.093] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:36.468] VDD_IN: 7015.680 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:36.840] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:37.213] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:37.584] VDD_IN: 7015.680 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:37.955] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:38.326] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:38.695] VDD_IN: 7015.680 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:39.066] VDD_IN: 7015.680 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:39.442] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:39.813] VDD_IN: 7015.680 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:40.185] VDD_IN: 7015.680 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
[2025-04-14 15:46:40.558] VDD_IN: 7056.000 mW, VDD_CPU_GPU_CV: 2173.824 mW, VDD_SOC: 1693.440 mW,
