Throughput: 38.07
[2025-04-14 17:32:48.250] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 17:32:48.638] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:32:49.022] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 17:32:49.408] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 17:32:49.801] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:32:50.191] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:32:50.574] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:32:50.955] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2692.864 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:32:51.339] VDD_IN: 8386.560 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:32:51.727] VDD_IN: 8386.560 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:32:52.118] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 17:32:52.503] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:32:52.896] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1972.544 mW,
[2025-04-14 17:32:53.284] VDD_IN: 8386.560 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:32:53.670] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 17:32:54.054] VDD_IN: 8386.560 mW, VDD_CPU_GPU_CV: 2733.056 mW, VDD_SOC: 1975.680 mW,
