Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,84.31,resnet50_Opset17,7941.024,2180.869,2051.28,317640.96,87234.752,82051.2
gpu,918000000,101.59,resnet50_Opset17,9168.046,3268.949,2093.312,357553.792,127489.024,81639.168
