Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,35.41,yolo11n,7456.176,2186.907,1843.632,298247.04,87476.288,73745.28
gpu,918000000,39.55,yolo11n,8442.366,3119.862,1878.981,329252.288,121674.624,73280.256
