Device,Frequency,Throughput,Model,VDD_IN_Avg,VDD_CPU_GPU_CV_Avg,VDD_SOC_Avg,VDD_IN_Sum,VDD_CPU_GPU_CV_Sum,VDD_SOC_Sum
gpu,612000000,42.69,efficientvit_b3,7834.486,2490.711,1896.074,305544.96,97137.728,73946.88
gpu,918000000,55.71,efficientvit_b3,9543.691,3982.483,1971.538,381747.648,159299.328,78861.504
