engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,run_gpu_freq,run_cpu0_freq,run_cpu4_freq,label
efficientnet_b5,GPU,1267200,918000000,30.0,29.99,37.81,11090.51,5472.59,2028.62,918000000.0,1984000.0,1984000.0,App 1
efficientvit_b3,GPU,1267200,918000000,30.0,29.99,32.01,11090.51,5472.59,2028.62,918000000.0,1984000.0,1984000.0,App 2
resnet50_Opset17,DLA0,1267200,918000000,60.0,60.08,61.14,11090.51,5472.59,2028.62,918000000.0,1984000.0,1984000.0,App 3
yolo11n,GPU,1267200,918000000,30.0,30.09,30.12,11090.51,5472.59,2028.62,918000000.0,1984000.0,1984000.0,App 4
