Throughput: 106.57
[2025-04-18 17:09:26.737] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1895.040 mW,
[2025-04-18 17:09:27.118] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1895.040 mW,
[2025-04-18 17:09:27.498] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2858.176 mW, VDD_SOC: 1895.040 mW,
[2025-04-18 17:09:27.880] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1895.040 mW,
[2025-04-18 17:09:28.260] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2858.176 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 17:09:28.644] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1895.040 mW,
[2025-04-18 17:09:29.024] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1895.040 mW,
[2025-04-18 17:09:29.411] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1854.720 mW,
[2025-04-18 17:09:29.791] VDD_IN: 8305.920 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1895.040 mW,
[2025-04-18 17:09:30.177] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1854.720 mW,
[2025-04-18 17:09:30.559] VDD_IN: 8225.280 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1895.040 mW,
[2025-04-18 17:09:30.937] VDD_IN: 8346.240 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1935.360 mW,
[2025-04-18 17:09:31.323] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1975.680 mW,
[2025-04-18 17:09:31.699] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1854.720 mW,
[2025-04-18 17:09:32.085] VDD_IN: 8184.960 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1854.720 mW,
[2025-04-18 17:09:32.464] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1854.720 mW,
[2025-04-18 17:09:32.840] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2777.664 mW, VDD_SOC: 1854.720 mW,
[2025-04-18 17:09:33.222] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2737.408 mW, VDD_SOC: 1854.720 mW,
