engine_name,device,cpu,gpu,target,throughput,actual_throughput,vdd_in,vdd_cpu_gpu_cv,vdd_soc,run_gpu_freq,run_cpu0_freq,run_cpu4_freq,label
efficientnet_b5,GPU,1267200,918000000,30.0,30.01,35.94,11316.1,5771.75,2021.39,918000000.0,1984000.0,1344000.0,App 1
efficientvit_b3,GPU,1267200,918000000,30.0,30.0,31.57,11316.1,5771.75,2021.39,918000000.0,1984000.0,1344000.0,App 2
resnet50_Opset17,GPU,1267200,918000000,60.0,60.0,65.26,11316.1,5771.75,2021.39,918000000.0,1984000.0,1344000.0,App 3
yolo11n,GPU,1267200,918000000,30.0,30.2,30.23,11316.1,5771.75,2021.39,918000000.0,1984000.0,1344000.0,App 4
