Throughput: 98.95
[2025-06-16 22:12:04.777] VDD_IN: 7781.760 mW, VDD_CPU_GPU_CV: 2934.016 mW, VDD_SOC: 1733.760 mW,
[2025-06-16 22:12:05.133] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2853.632 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:05.484] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2858.176 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:05.835] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:06.185] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:06.540] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:06.892] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:07.241] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:07.593] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:07.945] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:08.294] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:08.646] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:08.998] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:09.349] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:09.698] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:10.048] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:10.401] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:10.753] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:11.104] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:11.458] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:11.810] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2773.248 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:12.162] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:12.513] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:12.867] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:13.216] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:13.568] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:13.919] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:14.270] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:14.622] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:14.974] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:15.323] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:15.673] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:16.023] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:16.373] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:16.726] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2817.920 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:17.078] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:17.430] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:17.781] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:18.133] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:18.484] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:18.839] VDD_IN: 7701.120 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:19.190] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
[2025-06-16 22:12:19.541] VDD_IN: 7660.800 mW, VDD_CPU_GPU_CV: 2813.440 mW, VDD_SOC: 1693.440 mW,
