Throughput: 48.38
[2025-04-12 17:46:03.137] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 4133.184 mW, VDD_SOC: 1932.288 mW,
[2025-04-12 17:46:03.517] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:03.900] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 4052.928 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:04.283] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:04.666] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:05.050] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:05.424] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:05.807] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4052.928 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:06.191] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 4019.200 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:06.572] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:06.956] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4052.928 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:07.342] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:07.719] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 4059.392 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:08.096] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 4059.392 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:08.473] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 4059.392 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:08.856] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:09.235] VDD_IN: 9580.928 mW, VDD_CPU_GPU_CV: 4059.392 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:09.619] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 4099.584 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:10.004] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 4099.584 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:10.380] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 4052.928 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:10.761] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 4052.928 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:11.141] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:11.517] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 4012.800 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:11.896] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:12.278] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:12.660] VDD_IN: 9621.184 mW, VDD_CPU_GPU_CV: 3979.008 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:13.046] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 4052.928 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:13.425] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 4052.928 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:13.805] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4052.928 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:14.182] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:14.558] VDD_IN: 9741.952 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:14.938] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:15.316] VDD_IN: 9701.696 mW, VDD_CPU_GPU_CV: 4093.056 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:15.692] VDD_IN: 9661.440 mW, VDD_CPU_GPU_CV: 4052.928 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:16.079] VDD_IN: 9460.160 mW, VDD_CPU_GPU_CV: 3818.240 mW, VDD_SOC: 1972.544 mW,
[2025-04-12 17:46:16.458] VDD_IN: 9258.880 mW, VDD_CPU_GPU_CV: 3617.280 mW, VDD_SOC: 1932.288 mW,
[2025-04-12 17:46:16.833] VDD_IN: 9097.856 mW, VDD_CPU_GPU_CV: 3577.088 mW, VDD_SOC: 1932.288 mW,
[2025-04-12 17:46:17.207] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3577.088 mW, VDD_SOC: 1892.032 mW,
[2025-04-12 17:46:17.588] VDD_IN: 9017.344 mW, VDD_CPU_GPU_CV: 3496.704 mW, VDD_SOC: 1932.288 mW,
