Throughput: 74.91
[2025-04-14 16:41:48.574] VDD_IN: 7580.160 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:41:48.953] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:49.332] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:49.707] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:50.091] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1854.720 mW,
[2025-04-14 16:41:50.473] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:50.855] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:51.233] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:51.608] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:51.987] VDD_IN: 7418.880 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:52.366] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:52.747] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:53.136] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:53.512] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:53.891] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:54.276] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:54.653] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:55.033] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:55.418] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:55.795] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:56.175] VDD_IN: 7459.200 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:56.554] VDD_IN: 7418.880 mW, VDD_CPU_GPU_CV: 2254.336 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:56.939] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
[2025-04-14 16:41:57.320] VDD_IN: 7499.520 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1814.400 mW,
