Throughput: 48.12
[2025-04-14 17:45:35.035] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3972.672 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 17:45:35.409] VDD_IN: 11736.064 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 3536.896 mW,
[2025-04-14 17:45:35.780] VDD_IN: 11776.256 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:36.156] VDD_IN: 11695.872 mW, VDD_CPU_GPU_CV: 3772.032 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:36.533] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:36.904] VDD_IN: 11776.256 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:37.274] VDD_IN: 11736.064 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:37.651] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3617.280 mW,
[2025-04-14 17:45:38.022] VDD_IN: 11856.640 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 3617.280 mW,
[2025-04-14 17:45:38.395] VDD_IN: 11896.832 mW, VDD_CPU_GPU_CV: 3846.144 mW, VDD_SOC: 3617.280 mW,
[2025-04-14 17:45:38.771] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:39.144] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:39.518] VDD_IN: 11736.064 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:39.894] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:40.264] VDD_IN: 11856.640 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:40.639] VDD_IN: 11776.256 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:41.007] VDD_IN: 11736.064 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:41.378] VDD_IN: 11776.256 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3617.280 mW,
[2025-04-14 17:45:41.760] VDD_IN: 11736.064 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:42.130] VDD_IN: 11856.640 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 3617.280 mW,
[2025-04-14 17:45:42.501] VDD_IN: 11896.832 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 3617.280 mW,
[2025-04-14 17:45:42.872] VDD_IN: 11856.640 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3617.280 mW,
[2025-04-14 17:45:43.248] VDD_IN: 11856.640 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 3617.280 mW,
[2025-04-14 17:45:43.625] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:44.000] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3852.288 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:44.375] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:44.754] VDD_IN: 11816.448 mW, VDD_CPU_GPU_CV: 3812.160 mW, VDD_SOC: 3577.088 mW,
[2025-04-14 17:45:45.127] VDD_IN: 11695.872 mW, VDD_CPU_GPU_CV: 3772.032 mW, VDD_SOC: 3577.088 mW,
