Throughput: 35.33
[2025-04-14 16:46:34.508] VDD_IN: 7862.400 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 16:46:34.893] VDD_IN: 7781.760 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 16:46:35.279] VDD_IN: 7822.080 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 16:46:35.665] VDD_IN: 7741.440 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 16:46:36.048] VDD_IN: 7781.760 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 16:46:36.438] VDD_IN: 7781.760 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 16:46:36.825] VDD_IN: 7781.760 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 16:46:37.215] VDD_IN: 7822.080 mW, VDD_CPU_GPU_CV: 2294.592 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 16:46:37.604] VDD_IN: 7862.400 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 16:46:37.994] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:38.380] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:38.767] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:39.154] VDD_IN: 8144.640 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 2016.000 mW,
[2025-04-14 16:46:39.541] VDD_IN: 8064.000 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:39.931] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 16:46:40.314] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:40.702] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:41.087] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:41.478] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2495.872 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:41.867] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:42.251] VDD_IN: 7983.360 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:42.635] VDD_IN: 8104.320 mW, VDD_CPU_GPU_CV: 2455.616 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:43.023] VDD_IN: 8023.680 mW, VDD_CPU_GPU_CV: 2415.360 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:43.415] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:43.804] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:44.194] VDD_IN: 7862.400 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 16:46:44.579] VDD_IN: 7943.040 mW, VDD_CPU_GPU_CV: 2375.104 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 16:46:44.959] VDD_IN: 7822.080 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1975.680 mW,
[2025-04-14 16:46:45.352] VDD_IN: 7902.720 mW, VDD_CPU_GPU_CV: 2334.848 mW, VDD_SOC: 1975.680 mW,
