Throughput: 101.18
[2025-04-14 17:43:58.197] VDD_IN: 8655.040 mW, VDD_CPU_GPU_CV: 3295.744 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:43:58.588] VDD_IN: 8614.784 mW, VDD_CPU_GPU_CV: 3295.744 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:43:58.977] VDD_IN: 8628.480 mW, VDD_CPU_GPU_CV: 3295.744 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:43:59.360] VDD_IN: 8614.784 mW, VDD_CPU_GPU_CV: 3295.744 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:43:59.747] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:00.129] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:00.516] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:00.902] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:01.288] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:01.678] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:02.061] VDD_IN: 8547.840 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:02.449] VDD_IN: 8494.016 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:02.837] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:03.227] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:03.613] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:04.005] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:04.391] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:04.774] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:05.160] VDD_IN: 8467.200 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:05.547] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:05.935] VDD_IN: 8494.016 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:06.322] VDD_IN: 8494.016 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:06.717] VDD_IN: 8507.520 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:07.107] VDD_IN: 8494.016 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:07.491] VDD_IN: 8534.272 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:07.876] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:08.260] VDD_IN: 8494.016 mW, VDD_CPU_GPU_CV: 3215.360 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:08.647] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:09.037] VDD_IN: 8426.880 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
[2025-04-14 17:44:09.423] VDD_IN: 8453.760 mW, VDD_CPU_GPU_CV: 3175.168 mW, VDD_SOC: 1851.776 mW,
