Throughput: 107.21
[2025-06-16 22:01:43.557] VDD_IN: 9057.600 mW, VDD_CPU_GPU_CV: 3778.048 mW, VDD_SOC: 1851.776 mW,
[2025-06-16 22:01:43.904] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1851.776 mW,
[2025-06-16 22:01:44.251] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:44.601] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:44.945] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:45.291] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:45.638] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:45.984] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:46.332] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1851.776 mW,
[2025-06-16 22:01:46.679] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1851.776 mW,
[2025-06-16 22:01:47.027] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:47.372] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:47.722] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:48.068] VDD_IN: 8775.808 mW, VDD_CPU_GPU_CV: 3657.472 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:48.416] VDD_IN: 8856.320 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:48.760] VDD_IN: 8896.576 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:49.108] VDD_IN: 8896.576 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:49.452] VDD_IN: 8896.576 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:49.798] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:50.143] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:50.491] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:50.838] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:51.184] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:51.533] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:51.882] VDD_IN: 8977.088 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:52.230] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:52.575] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:52.922] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:53.269] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:53.614] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:53.962] VDD_IN: 8856.320 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:54.307] VDD_IN: 8896.576 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:54.657] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:55.003] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:55.350] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:55.692] VDD_IN: 8896.576 mW, VDD_CPU_GPU_CV: 3697.664 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:56.035] VDD_IN: 8896.576 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:56.381] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:56.730] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:57.074] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:57.419] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:57.766] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:58.114] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
[2025-06-16 22:01:58.464] VDD_IN: 8936.832 mW, VDD_CPU_GPU_CV: 3737.856 mW, VDD_SOC: 1811.520 mW,
